"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size","habitat"
"1296","Chiroptera","Myotis velifer",9.82,NA,NA,0.99,"T"
"1297","Chiroptera","Myotis vivesi",25.63,NA,NA,0.99,"M"
"1298","Chiroptera","Myotis volans",8.71,NA,NA,0.99,"T"
"1299","Chiroptera","Myotis welwitschii",15.88,NA,NA,NA,"T"
"1300","Chiroptera","Myotis yanbarensis",NA,NA,NA,NA,"T"
"1301","Chiroptera","Myotis yesoensis",NA,NA,NA,NA,"T"
"1302","Chiroptera","Myotis yumanensis",5.15,NA,NA,0.99,"T"
"1303","Chiroptera","Mystacina robusta",27.41,NA,NA,NA,"T"
"1304","Chiroptera","Mystacina tuberculata",13.14,NA,NA,0.99,"T"
"1305","Chiroptera","Myzopoda aurita",9.1,58,NA,NA,"T"
"1306","Chiroptera","Nanonycteris veldkampii",21.89,NA,NA,0.98,"T"
"1307","Chiroptera","Natalus jamaicensis",NA,NA,NA,NA,"T"
"1308","Chiroptera","Natalus major",NA,NA,NA,NA,"T"
"1309","Chiroptera","Natalus primus",NA,NA,NA,NA,"T"
"1310","Chiroptera","Natalus stramineus",5.68,NA,NA,0.99,"T"
"1311","Chiroptera","Natalus tumidirostris",6.3,NA,NA,NA,"T"
"1312","Chiroptera","Neonycteris pusilla",NA,NA,NA,NA,"T"
"1313","Chiroptera","Neopteryx frosti",NA,NA,NA,0.98,"T"
"1314","Chiroptera","Neoromicia brunneus",NA,NA,NA,NA,"T"
"1315","Chiroptera","Neoromicia capensis",5.96,NA,NA,1.96,"T"
"1316","Chiroptera","Neoromicia flavescens",10.5,NA,NA,NA,"T"
"1317","Chiroptera","Neoromicia guineensis",NA,NA,NA,NA,"T"
"1318","Chiroptera","Neoromicia helios",3.56,NA,NA,NA,"T"
"1319","Chiroptera","Neoromicia melckorum",NA,NA,NA,1.98,"T"
"1320","Chiroptera","Neoromicia nanus",3.88,NA,NA,1.86,"T"
"1321","Chiroptera","Neoromicia rendalli",6.42,NA,NA,NA,"T"
"1322","Chiroptera","Neoromicia somalicus",3.53,84.99,NA,2,"T"
"1323","Chiroptera","Neoromicia tenuipinnis",5.35,37,NA,NA,"T"
"1324","Chiroptera","Neoromicia zuluensis",4.14,NA,NA,NA,"T"
"1325","Chiroptera","Noctilio albiventris",31.46,66.5,NA,0.99,"T"
"1326","Chiroptera","Noctilio leporinus",29.93,NA,NA,NA,"T"
"1327","Chiroptera","Notopteris macdonaldi",68.17,NA,NA,0.99,"T"
"1328","Chiroptera","Notopteris neocaledonica",NA,NA,NA,1,"T"
"1329","Chiroptera","Nyctalus aviator",NA,NA,NA,1.91,"T"
"1330","Chiroptera","Nyctalus azoreum",NA,NA,NA,NA,"T"
"1331","Chiroptera","Nyctalus furvus",NA,NA,NA,NA,"T"
"1332","Chiroptera","Nyctalus lasiopterus",45.98,NA,NA,1.82,"T"
"1333","Chiroptera","Nyctalus leisleri",12.47,NA,NA,1.73,"T"
"1334","Chiroptera","Nyctalus montanus",NA,NA,NA,NA,"T"
"1335","Chiroptera","Nyctalus noctula",28.48,75,NA,1.33,"T"
"1336","Chiroptera","Nyctalus plancyi",NA,NA,NA,NA,"T"
"1337","Chiroptera","Nycteris arge",10.79,NA,NA,0.98,"T"
"1338","Chiroptera","Nycteris aurita",NA,NA,NA,NA,"T"
"1339","Chiroptera","Nycteris gambiensis",7.13,NA,NA,NA,"T"
"1340","Chiroptera","Nycteris grandis",29.8,75.99,NA,1,"T"
"1341","Chiroptera","Nycteris hispida",7.98,NA,NA,0.99,"T"
"1342","Chiroptera","Nycteris intermedia",NA,NA,NA,NA,"T"
"1343","Chiroptera","Nycteris javanica",17.78,NA,NA,1,"T"
"1344","Chiroptera","Nycteris macrotis",14.49,NA,NA,0.99,"T"
"1345","Chiroptera","Nycteris madagascariensis",17.69,115,NA,NA,"T"
"1346","Chiroptera","Nycteris major",NA,NA,NA,NA,"T"
"1347","Chiroptera","Nycteris nana",6.98,NA,NA,1,"T"
"1348","Chiroptera","Nycteris parisii",NA,NA,NA,NA,"T"
"1349","Chiroptera","Nycteris thebaica",9.2,52.65,NA,1,"T"
"1350","Chiroptera","Nycteris tragata",14.4,NA,NA,NA,"T"
"1351","Chiroptera","Nycteris vinsoni",NA,NA,NA,NA,"T"
"1352","Chiroptera","Nycteris woodi",7.6,NA,NA,NA,"T"
"1353","Chiroptera","Nycticeinops schlieffeni",5.05,NA,NA,2.54,"T"
"1354","Chiroptera","Nycticeius aenobarbus",NA,NA,NA,NA,"T"
"1355","Chiroptera","Nycticeius cubanus",NA,NA,NA,NA,"T"
"1356","Chiroptera","Nycticeius humeralis",9.12,NA,NA,1.94,"T"
"1357","Chiroptera","Nyctiellus lepidus",NA,NA,NA,NA,"T"
"1358","Chiroptera","Nyctimene aello",85.26,121.55,NA,0.98,"T"
"1359","Chiroptera","Nyctimene albiventer",29.95,82.32,NA,0.98,"T"
"1360","Chiroptera","Nyctimene cephalotes",44.92,94.7,NA,0.98,"T"
"1361","Chiroptera","Nyctimene certans",43.24,86.36,NA,NA,"T"
"1362","Chiroptera","Nyctimene cyclotis",48.83,NA,NA,NA,"T"
"1363","Chiroptera","Nyctimene draconilla",30.15,110,NA,NA,"T"
"1364","Chiroptera","Nyctimene keasti",NA,NA,NA,NA,"T"
"1365","Chiroptera","Nyctimene major",107.06,134.03,NA,NA,"T"
"1366","Chiroptera","Nyctimene malaitensis",78.39,119.69,NA,NA,"T"
"1367","Chiroptera","Nyctimene masalai",53.2,NA,NA,NA,"T"
"1368","Chiroptera","Nyctimene minutus",NA,NA,NA,NA,"T"
"1369","Chiroptera","Nyctimene rabori",68.25,NA,NA,1,"T"
"1370","Chiroptera","Nyctimene robinsoni",48.83,NA,NA,0.99,"T"
"1371","Chiroptera","Nyctimene sanctacrucis",NA,NA,NA,NA,"T"
"1372","Chiroptera","Nyctimene vizcaccia",41.96,93.93,NA,NA,"T"
"1373","Chiroptera","Nyctinomops aurispinosus",18.43,NA,NA,1,"T"
"1374","Chiroptera","Nyctinomops femorosaccus",15.04,NA,NA,0.99,"T"
"1375","Chiroptera","Nyctinomops laticaudatus",13.12,NA,NA,0.99,"T"
"1376","Chiroptera","Nyctinomops macrotis",16.38,NA,NA,0.99,"T"
"1377","Chiroptera","Nyctophilus arnhemensis",6.83,NA,NA,NA,"T"
"1378","Chiroptera","Nyctophilus bifax",9.89,NA,NA,2,"T"
"1379","Chiroptera","Nyctophilus geoffroyi",NA,NA,NA,NA,"T"
"1380","Chiroptera","Nyctophilus gouldi",11.32,NA,NA,1.54,"T"
"1381","Chiroptera","Nyctophilus heran",NA,NA,NA,NA,"T"
"1382","Chiroptera","Nyctophilus howensis",NA,NA,NA,NA,"T"
"1383","Chiroptera","Nyctophilus microdon",NA,NA,NA,NA,"T"
"1384","Chiroptera","Nyctophilus microtis",7.29,NA,NA,NA,"T"
"1385","Chiroptera","Nyctophilus nebulosus",NA,NA,NA,NA,"T"
"1386","Chiroptera","Nyctophilus timoriensis",11.02,NA,NA,2,"T"
"1387","Chiroptera","Nyctophilus walkeri",4.44,NA,NA,NA,"T"
"1388","Chiroptera","Otomops formosus",NA,NA,NA,NA,"T"
"1389","Chiroptera","Otomops johnstonei",NA,NA,NA,NA,"T"
"1390","Chiroptera","Otomops madagascariensis",NA,NA,NA,NA,"T"
"1391","Chiroptera","Otomops martiensseni",34.92,NA,NA,0.99,"T"
"1392","Chiroptera","Otomops papuensis",NA,NA,NA,NA,"T"
"1393","Chiroptera","Otomops secundus",NA,NA,NA,NA,"T"
"1394","Chiroptera","Otomops wroughtoni",NA,NA,NA,1,"T"
"1395","Chiroptera","Otonycteris hemprichii",21.98,64.6,NA,1.38,"T"
"1396","Chiroptera","Otopteropus cartilagonodus",16.92,NA,NA,0.99,"T"
"1397","Chiroptera","Paracoelops megalotis",NA,NA,NA,NA,"T"
"1398","Chiroptera","Paranyctimene raptor",24.94,77.67,NA,0.98,"T"
"1399","Chiroptera","Paranyctimene tenax",NA,NA,NA,NA,"T"
"1400","Chiroptera","Penthetor lucasi",35.39,NA,NA,1,"T"
"1401","Chiroptera","Peropteryx kappleri",9.85,NA,NA,1,"T"
"1402","Chiroptera","Peropteryx leucoptera",NA,NA,NA,NA,"T"
"1403","Chiroptera","Peropteryx macrotis",5.68,NA,NA,0.99,"T"
"1404","Chiroptera","Peropteryx trinitatis",4.19,NA,NA,NA,"T"
"1405","Chiroptera","Pharotis imogene",NA,NA,NA,NA,"T"
"1406","Chiroptera","Philetor brachypterus",12,NA,NA,NA,"T"
"1407","Chiroptera","Phoniscus aerosa",NA,NA,NA,NA,"T"
"1408","Chiroptera","Phoniscus atrox",4.81,NA,NA,NA,"T"
"1409","Chiroptera","Phoniscus jagorii",4.7,NA,NA,1,"T"
"1410","Chiroptera","Phoniscus papuensis",6.32,NA,NA,NA,"T"
"1411","Chiroptera","Phylloderma stenops",55.82,NA,NA,0.98,"T"
"1412","Chiroptera","Phyllonycteris aphylla",14.15,70,NA,0.99,"T"
"1413","Chiroptera","Phyllonycteris major",NA,NA,NA,NA,"T"
"1414","Chiroptera","Phyllonycteris poeyi",NA,63.99,NA,0.98,"T"
"1415","Chiroptera","Phyllops falcatus",NA,NA,NA,0.98,"T"
"1416","Chiroptera","Phyllostomus discolor",36.7,NA,NA,0.99,"T"
"1417","Chiroptera","Phyllostomus elongatus",41.75,NA,NA,0.99,"T"
"1418","Chiroptera","Phyllostomus hastatus",91.44,107,NA,0.99,"T"
"1419","Chiroptera","Phyllostomus latifolius",134,NA,NA,NA,"T"
"1420","Chiroptera","Pipistrellus abramus",5.87,NA,NA,2.1,"T"
"1421","Chiroptera","Pipistrellus adamsi",NA,NA,NA,NA,"T"
"1422","Chiroptera","Pipistrellus aero",NA,NA,NA,NA,"T"
"1423","Chiroptera","Pipistrellus angulatus",3.35,NA,NA,NA,"T"
"1424","Chiroptera","Pipistrellus ceylonicus",8.05,NA,NA,1.98,"T"
"1425","Chiroptera","Pipistrellus collinus",6.75,NA,NA,NA,"T"
"1426","Chiroptera","Pipistrellus coromandra",4.59,NA,NA,1.4,"T"
"1427","Chiroptera","Pipistrellus deserti",NA,NA,NA,NA,"T"
"1428","Chiroptera","Pipistrellus endoi",NA,NA,NA,NA,"T"
"1429","Chiroptera","Pipistrellus hesperidus",NA,NA,NA,NA,"T"
"1430","Chiroptera","Pipistrellus hesperus",3.56,NA,NA,1.86,"T"
"1431","Chiroptera","Pipistrellus inexspectatus",NA,NA,NA,NA,"T"
"1432","Chiroptera","Pipistrellus javanicus",4.92,NA,NA,2.29,"T"
"1433","Chiroptera","Pipistrellus kuhlii",6.07,45.99,NA,1.21,"T"
"1434","Chiroptera","Pipistrellus maderensis",NA,NA,NA,NA,"T"
"1435","Chiroptera","Pipistrellus minahassae",NA,NA,NA,NA,"T"
"1436","Chiroptera","Pipistrellus nanulus",2.51,NA,NA,1.96,"T"
"1437","Chiroptera","Pipistrellus nathusii",7.44,NA,NA,1.73,"T"
"1438","Chiroptera","Pipistrellus papuanus",NA,NA,NA,NA,"T"
"1439","Chiroptera","Pipistrellus paterculus",NA,NA,NA,NA,"T"
"1440","Chiroptera","Pipistrellus permixtus",NA,NA,NA,NA,"T"
"1441","Chiroptera","Pipistrellus pipistrellus",5.3,39.98,NA,1.37,"T"
"1442","Chiroptera","Pipistrellus pygmaeus",NA,NA,NA,NA,"T"
"1443","Chiroptera","Pipistrellus rueppellii",7.07,45,NA,1.96,"T"
"1444","Chiroptera","Pipistrellus rusticus",4.57,NA,NA,1.96,"T"
"1445","Chiroptera","Pipistrellus stenopterus",15.67,NA,NA,0.98,"T"
"1446","Chiroptera","Pipistrellus sturdeei",NA,NA,NA,NA,"T"
"1447","Chiroptera","Pipistrellus subflavus",5.74,NA,NA,1.96,"T"
"1448","Chiroptera","Pipistrellus tenuis",3.48,NA,NA,1.92,"T"
"1449","Chiroptera","Pipistrellus wattsi",NA,NA,NA,NA,"T"
"1450","Chiroptera","Pipistrellus westralis",NA,NA,NA,NA,"T"
"1451","Chiroptera","Platalina genovensium",NA,NA,NA,0.98,"T"
"1452","Chiroptera","Platymops setiger",NA,NA,NA,1,"T"
"1453","Chiroptera","Platyrrhinus aurarius",35.12,NA,NA,NA,"T"
"1454","Chiroptera","Platyrrhinus brachycephalus",14.26,NA,NA,0.98,"T"
"1455","Chiroptera","Platyrrhinus chocoensis",NA,NA,NA,NA,"T"
"1456","Chiroptera","Platyrrhinus dorsalis",26,NA,NA,0.99,"T"
"1457","Chiroptera","Platyrrhinus helleri",13.44,NA,NA,0.99,"T"
"1458","Chiroptera","Platyrrhinus infuscus",50.76,NA,NA,0.98,"T"
"1459","Chiroptera","Platyrrhinus lineatus",24.34,NA,NA,0.99,"T"
"1460","Chiroptera","Platyrrhinus recifinus",NA,NA,NA,NA,"T"
"1461","Chiroptera","Platyrrhinus umbratus",25.17,NA,NA,NA,"T"
"1462","Chiroptera","Platyrrhinus vittatus",37.01,81.99,NA,0.98,"T"
"1463","Chiroptera","Plecotus alpinus",NA,NA,NA,NA,"T"
"1464","Chiroptera","Plecotus auritus",8.19,NA,NA,1.22,"T"
"1465","Chiroptera","Plecotus austriacus",6.75,41,NA,NA,"T"
"1466","Chiroptera","Plecotus balensis",NA,NA,NA,NA,"T"
"1467","Chiroptera","Plecotus kolombatovici",NA,NA,NA,NA,"T"
"1468","Chiroptera","Plecotus sardus",NA,NA,NA,NA,"T"
"1469","Chiroptera","Plecotus taivanus",NA,NA,NA,NA,"T"
"1470","Chiroptera","Plecotus teneriffae",NA,NA,NA,NA,"T"
"1471","Chiroptera","Plerotes anchietae",NA,NA,NA,NA,"T"
"1472","Chiroptera","Promops centralis",29.8,NA,NA,0.99,"T"
"1473","Chiroptera","Promops nasutus",15.5,NA,NA,NA,"T"
"1474","Chiroptera","Ptenochirus jagori",79.18,NA,NA,1,"T"
"1475","Chiroptera","Ptenochirus minor",47.02,NA,NA,NA,"T"
"1476","Chiroptera","Pteralopex acrodonta",257.53,186.79,NA,NA,"T"
"1477","Chiroptera","Pteralopex anceps",574.75,262.31,NA,1,"T"
"1478","Chiroptera","Pteralopex atrata",490.8,207.44,NA,NA,"T"
"1479","Chiroptera","Pteralopex pulchra",291.15,NA,NA,NA,"T"
"1480","Chiroptera","Pteralopex taki",NA,NA,NA,NA,"T"
"1481","Chiroptera","Pteronotus davyi",9.52,NA,NA,0.99,"T"
"1482","Chiroptera","Pteronotus gymnonotus",13.6,NA,NA,0.98,"T"
"1483","Chiroptera","Pteronotus macleayii",NA,NA,NA,NA,"T"
"1484","Chiroptera","Pteronotus parnellii",19.59,57,NA,0.99,"T"
"1485","Chiroptera","Pteronotus personatus",7.99,45.21,NA,0.98,"T"
"1486","Chiroptera","Pteronotus pristinus",NA,NA,NA,NA,"T"
"1487","Chiroptera","Pteronotus quadridens",5.64,NA,NA,1.21,"T"
"1488","Chiroptera","Pteropus admiralitatum",306.46,179.97,NA,1,"T"
"1489","Chiroptera","Pteropus aldabrensis",310.29,NA,NA,NA,"T"
"1490","Chiroptera","Pteropus alecto",610.13,254.6,NA,1,"T"
"1491","Chiroptera","Pteropus anetianus",397.22,NA,NA,0.98,"T"
"1492","Chiroptera","Pteropus aruensis",NA,NA,NA,NA,"T"
"1493","Chiroptera","Pteropus banakrisi",NA,NA,NA,NA,"T"
"1494","Chiroptera","Pteropus brunneus",200,117.64,NA,NA,"T"
"1495","Chiroptera","Pteropus caniceps",525.12,216.67,NA,NA,"T"
"1496","Chiroptera","Pteropus capistratus",NA,NA,NA,NA,"T"
"1497","Chiroptera","Pteropus chrysoproctus",730.19,253.59,NA,NA,"T"
"1498","Chiroptera","Pteropus cognatus",NA,NA,NA,NA,"T"
"1499","Chiroptera","Pteropus conspicillatus",760.71,NA,NA,1,"T"
"1500","Chiroptera","Pteropus dasymallus",491.86,NA,NA,1,"T"
"1501","Chiroptera","Pteropus faunulus",NA,169.49,NA,NA,"T"
"1502","Chiroptera","Pteropus fundatus",210.67,147.36,NA,NA,"T"
"1503","Chiroptera","Pteropus giganteus",824.85,NA,NA,0.99,"T"
"1504","Chiroptera","Pteropus gilliardorum",406.94,159.02,NA,NA,"T"
"1505","Chiroptera","Pteropus griseus",NA,NA,NA,NA,"T"
"1506","Chiroptera","Pteropus howensis",232.92,184.64,NA,0.98,"T"
"1507","Chiroptera","Pteropus hypomelanus",435.61,204.9,NA,1,"T"
"1508","Chiroptera","Pteropus insularis",NA,NA,NA,NA,"T"
"1509","Chiroptera","Pteropus intermedius",NA,NA,NA,NA,"T"
"1510","Chiroptera","Pteropus keyensis",NA,NA,NA,NA,"T"
"1511","Chiroptera","Pteropus leucopterus",343.81,NA,NA,NA,"T"
"1512","Chiroptera","Pteropus livingstonii",734.27,340,NA,1,"T"
"1513","Chiroptera","Pteropus lombocensis",256.15,NA,NA,NA,"T"
"1514","Chiroptera","Pteropus loochoensis",NA,NA,NA,NA,"T"
"1515","Chiroptera","Pteropus lylei",319.75,237.49,NA,NA,"T"
"1516","Chiroptera","Pteropus macrotis",365.99,211.17,NA,1,"T"
"1517","Chiroptera","Pteropus mahaganus",297.28,189.92,NA,NA,"T"
"1518","Chiroptera","Pteropus mariannus",458.58,217.5,NA,NA,"T"
"1519","Chiroptera","Pteropus melanopogon",874.94,285.02,NA,NA,"T"
"1520","Chiroptera","Pteropus melanotus",NA,NA,NA,1,"T"
"1521","Chiroptera","Pteropus molossinus",NA,NA,NA,NA,"T"
"1522","Chiroptera","Pteropus neohibernicus",1017.37,279.07,NA,1,"T"
"1523","Chiroptera","Pteropus niger",474.43,NA,NA,1,"T"
"1524","Chiroptera","Pteropus nitendiensis",275.56,175.48,NA,NA,"T"
"1525","Chiroptera","Pteropus ocularis",228.76,202.87,NA,NA,"T"
"1526","Chiroptera","Pteropus ornatus",336.25,183.18,NA,0.98,"T"
"1527","Chiroptera","Pteropus pelewensis",NA,NA,NA,NA,"T"
"1528","Chiroptera","Pteropus personatus",130.84,136.38,NA,NA,"T"
"1529","Chiroptera","Pteropus pilosus",NA,NA,NA,NA,"T"
"1530","Chiroptera","Pteropus pohlei",352.75,197.33,NA,NA,"T"
"1531","Chiroptera","Pteropus poliocephalus",702.78,272.59,NA,1,"T"
"1532","Chiroptera","Pteropus pselaphon",NA,NA,NA,0.98,"T"
"1533","Chiroptera","Pteropus pumilus",184.05,NA,NA,NA,"T"
"1534","Chiroptera","Pteropus rayneri",661.28,255.53,NA,0.99,"T"
"1535","Chiroptera","Pteropus rennelli",NA,NA,NA,NA,"T"
"1536","Chiroptera","Pteropus rodricensis",256.17,NA,NA,1,"T"
"1537","Chiroptera","Pteropus rufus",NA,NA,NA,NA,"T"
"1538","Chiroptera","Pteropus samoensis",309.99,NA,NA,NA,"T"
"1539","Chiroptera","Pteropus scapulatus",380.35,NA,NA,1,"T"
"1540","Chiroptera","Pteropus seychellensis",492.2,NA,NA,1,"T"
"1541","Chiroptera","Pteropus speciosus",NA,NA,NA,NA,"T"
"1542","Chiroptera","Pteropus subniger",NA,NA,NA,NA,"T"
"1543","Chiroptera","Pteropus temminckii",NA,NA,NA,NA,"T"
"1544","Chiroptera","Pteropus tokudae",153.7,145.5,NA,1,"T"
"1545","Chiroptera","Pteropus tonganus",561.51,177.32,NA,1,"T"
"1546","Chiroptera","Pteropus tuberculatus",NA,NA,NA,NA,"T"
"1547","Chiroptera","Pteropus ualanus",NA,NA,NA,NA,"T"
"1548","Chiroptera","Pteropus vampyrus",1027.54,NA,NA,0.99,"T"
"1549","Chiroptera","Pteropus vetulus",151.54,135.99,NA,NA,"T"
"1550","Chiroptera","Pteropus voeltzkowi",542.4,NA,NA,1,"T"
"1551","Chiroptera","Pteropus woodfordi",122.67,141.52,NA,NA,"T"
"1552","Chiroptera","Pteropus yapensis",NA,NA,NA,NA,"T"
"1553","Chiroptera","Pygoderma bilabiatum",18.5,NA,NA,0.98,"T"
"1554","Chiroptera","Rhinolophus acuminatus",12.1,NA,NA,1,"T"
"1555","Chiroptera","Rhinolophus adami",NA,NA,NA,NA,"T"
"1556","Chiroptera","Rhinolophus affinis",13.7,NA,NA,0.99,"T"
"1557","Chiroptera","Rhinolophus alcyone",18.62,NA,NA,0.98,"T"
"1558","Chiroptera","Rhinolophus arcuatus",8.98,NA,NA,NA,"T"
"1559","Chiroptera","Rhinolophus beddomei",NA,NA,NA,NA,"T"
"1560","Chiroptera","Rhinolophus blasii",10.29,NA,NA,NA,"T"
"1561","Chiroptera","Rhinolophus bocharicus",15.05,NA,NA,NA,"T"
"1562","Chiroptera","Rhinolophus borneensis",NA,NA,NA,NA,"T"
"1563","Chiroptera","Rhinolophus canuti",NA,NA,NA,NA,"T"
"1564","Chiroptera","Rhinolophus capensis",12.87,NA,NA,0.99,"T"
"1565","Chiroptera","Rhinolophus celebensis",NA,NA,NA,NA,"T"
"1566","Chiroptera","Rhinolophus clivosus",NA,NA,NA,NA,"T"
"1567","Chiroptera","Rhinolophus coelophyllus",7.07,NA,NA,NA,"T"
"1568","Chiroptera","Rhinolophus cognatus",NA,NA,NA,NA,"T"
"1569","Chiroptera","Rhinolophus convexus",NA,NA,NA,NA,"T"
"1570","Chiroptera","Rhinolophus cornutus",7.27,NA,NA,1,"T"
"1571","Chiroptera","Rhinolophus creaghi",NA,NA,NA,NA,"T"
"1572","Chiroptera","Rhinolophus darlingi",8.94,NA,NA,1.96,"T"
"1573","Chiroptera","Rhinolophus deckenii",NA,NA,NA,NA,"T"
"1574","Chiroptera","Rhinolophus denti",6.3,NA,NA,NA,"T"
"1575","Chiroptera","Rhinolophus eloquens",19.15,NA,NA,NA,"T"
"1576","Chiroptera","Rhinolophus euryale",9.25,NA,NA,1,"T"
"1577","Chiroptera","Rhinolophus euryotis",14.3,NA,NA,NA,"T"
"1578","Chiroptera","Rhinolophus ferrumequinum",22.59,NA,NA,0.98,"T"
"1579","Chiroptera","Rhinolophus formosae",NA,NA,NA,NA,"T"
"1580","Chiroptera","Rhinolophus fumigatus",13.09,NA,NA,0.99,"T"
"1581","Chiroptera","Rhinolophus guineensis",NA,NA,NA,NA,"T"
"1582","Chiroptera","Rhinolophus hildebrandtii",25.99,NA,NA,0.99,"T"
"1583","Chiroptera","Rhinolophus hilli",13.6,60.86,NA,NA,"T"
"1584","Chiroptera","Rhinolophus hillorum",NA,NA,NA,NA,"T"
"1585","Chiroptera","Rhinolophus hipposideros",4.57,38.99,NA,1,"T"
"1586","Chiroptera","Rhinolophus imaizumii",NA,NA,NA,NA,"T"
"1587","Chiroptera","Rhinolophus inops",13.65,NA,NA,NA,"T"
"1588","Chiroptera","Rhinolophus keyensis",6.26,NA,NA,1,"T"
"1589","Chiroptera","Rhinolophus landeri",9.39,NA,NA,0.99,"T"
"1590","Chiroptera","Rhinolophus lepidus",5.46,NA,NA,1,"T"
"1591","Chiroptera","Rhinolophus luctus",34.07,NA,NA,0.99,"T"
"1592","Chiroptera","Rhinolophus maclaudi",NA,NA,NA,0.98,"T"
"1593","Chiroptera","Rhinolophus macrotis",6.18,NA,NA,0.98,"T"
"1594","Chiroptera","Rhinolophus madurensis",NA,NA,NA,NA,"T"
"1595","Chiroptera","Rhinolophus maendeleo",NA,NA,NA,NA,"T"
"1596","Chiroptera","Rhinolophus malayanus",6.73,NA,NA,NA,"T"
"1597","Chiroptera","Rhinolophus marshalli",5.02,NA,NA,NA,"T"
"1598","Chiroptera","Rhinolophus megaphyllus",10.17,NA,NA,1,"T"
"1599","Chiroptera","Rhinolophus mehelyi",14.03,NA,NA,NA,"T"
"1600","Chiroptera","Rhinolophus mitratus",NA,NA,NA,NA,"T"
"1601","Chiroptera","Rhinolophus monoceros",NA,NA,NA,NA,"T"
"1602","Chiroptera","Rhinolophus montanus",NA,NA,NA,NA,"T"
"1603","Chiroptera","Rhinolophus nereis",NA,NA,NA,NA,"T"
"1604","Chiroptera","Rhinolophus osgoodi",NA,NA,NA,NA,"T"
"1605","Chiroptera","Rhinolophus paradoxolophus",8.17,NA,NA,NA,"T"
"1606","Chiroptera","Rhinolophus pearsonii",11.55,NA,NA,NA,"T"
"1607","Chiroptera","Rhinolophus philippinensis",10.91,NA,NA,NA,"T"
"1608","Chiroptera","Rhinolophus pusillus",5.15,NA,NA,1,"T"
"1609","Chiroptera","Rhinolophus rex",NA,NA,NA,NA,"T"
"1610","Chiroptera","Rhinolophus robinsoni",8.54,NA,NA,NA,"T"
"1611","Chiroptera","Rhinolophus rouxii",12.25,NA,NA,0.99,"T"
"1612","Chiroptera","Rhinolophus rufus",NA,NA,NA,NA,"T"
"1613","Chiroptera","Rhinolophus ruwenzorii",NA,NA,NA,NA,"T"
"1614","Chiroptera","Rhinolophus sakejiensis",NA,NA,NA,NA,"T"
"1615","Chiroptera","Rhinolophus sedulus",8.74,NA,NA,NA,"T"
"1616","Chiroptera","Rhinolophus shameli",9.61,NA,NA,NA,"T"
"1617","Chiroptera","Rhinolophus shortridgei",NA,NA,NA,NA,"T"
"1618","Chiroptera","Rhinolophus siamensis",NA,NA,NA,NA,"T"
"1619","Chiroptera","Rhinolophus silvestris",NA,NA,NA,NA,"T"
"1620","Chiroptera","Rhinolophus simulator",8.13,NA,NA,0.99,"T"
"1621","Chiroptera","Rhinolophus sinicus",NA,NA,NA,NA,"T"
"1622","Chiroptera","Rhinolophus stheno",7.92,NA,NA,0.98,"T"
"1623","Chiroptera","Rhinolophus subbadius",NA,NA,NA,NA,"T"
"1624","Chiroptera","Rhinolophus subrufus",NA,NA,NA,NA,"T"
"1625","Chiroptera","Rhinolophus swinnyi",7.07,NA,NA,0.98,"T"
"1626","Chiroptera","Rhinolophus thomasi",8.26,NA,NA,NA,"T"
"1627","Chiroptera","Rhinolophus trifoliatus",15.16,NA,NA,NA,"T"
"1628","Chiroptera","Rhinolophus virgo",6.06,NA,NA,NA,"T"
"1629","Chiroptera","Rhinolophus yunanensis",19.33,NA,NA,NA,"T"
"1630","Chiroptera","Rhinolophus ziama",NA,NA,NA,NA,"T"
"1631","Chiroptera","Rhinonicteris aurantia",8.99,49.99,NA,1,"T"
"1632","Chiroptera","Rhinophylla alethina",NA,NA,NA,NA,"T"
"1633","Chiroptera","Rhinophylla fischerae",9.6,NA,NA,0.98,"T"
"1634","Chiroptera","Rhinophylla pumilio",9.58,NA,NA,0.98,"T"
"1635","Chiroptera","Rhinopoma hardwickii",13.1,59.8,NA,0.99,"T"
"1636","Chiroptera","Rhinopoma macinnesi",NA,NA,NA,NA,"T"
"1637","Chiroptera","Rhinopoma microphyllum",28.02,61.82,NA,1,"T"
"1638","Chiroptera","Rhinopoma muscatellum",9.13,NA,NA,NA,"T"
"1639","Chiroptera","Rhogeessa aeneus",NA,NA,NA,NA,"T"
"1640","Chiroptera","Rhogeessa alleni",NA,NA,NA,NA,"T"
"1641","Chiroptera","Rhogeessa genowaysi",NA,NA,NA,NA,"T"
"1642","Chiroptera","Rhogeessa gracilis",NA,NA,NA,NA,"T"
"1643","Chiroptera","Rhogeessa hussoni",NA,NA,NA,NA,"T"
"1644","Chiroptera","Rhogeessa io",NA,NA,NA,NA,"T"
"1645","Chiroptera","Rhogeessa minutilla",3.75,NA,NA,NA,"T"
"1646","Chiroptera","Rhogeessa mira",NA,NA,NA,NA,"T"
"1647","Chiroptera","Rhogeessa parvula",4.37,NA,NA,1.98,"T"
"1648","Chiroptera","Rhogeessa tumida",4.58,NA,NA,1.4,"T"
"1649","Chiroptera","Rhynchonycteris naso",4.14,42.94,NA,0.99,"T"
"1650","Chiroptera","Rousettus aegyptiacus",134,167.37,NA,1.07,"T"
"1651","Chiroptera","Rousettus amplexicaudatus",74.37,107.63,NA,0.99,"T"
"1652","Chiroptera","Rousettus bidens",NA,NA,NA,0.98,"T"
